1_0h,,2_0h,,3_0h,,1_12h,,2_12h,,3_12h,,1_24h,,2_24h,,3_24h,,1_36h,,2_36h,,3_36h,,1_48h,,2_48h,,3_48h,
26.527,0.0134112859335707,29.618,0.0149740063625927,30.648,0.0154947446485496,41.122,0.0207900968884644,,,,,,,,,,,,,,,,,,,,,,
26.527,0.0134112859335707,29.618,0.0149740063625927,30.648,0.0154947446485496,41.208,0.020833576007486,,,,,,,,,,,,,,,,,,,,,,
26.527,0.0134112859335707,29.618,0.0149740063625927,30.734,0.0155382237675712,41.379,0.0209200286743779,,,,,,,,,,,,,,,,,,,,,,
26.527,0.0134112859335707,29.704,0.0150174854816144,30.734,0.0155382237675712,41.551,0.0210069869124212,,,,,,,,,,,,,,,,,,,,,,
26.527,0.0134112859335707,29.704,0.0150174854816144,30.734,0.0155382237675712,41.551,0.0210069869124212,,,,,,,,,,,,,,,,,,,,,,
26.613,0.0134547650525923,29.704,0.0150174854816144,30.734,0.0155382237675712,41.551,0.0210069869124212,,,,,,,,,,,,,,,,,,,,,,
26.613,0.0134547650525923,29.704,0.0150174854816144,30.82,0.0155817028865929,41.808,0.0211369186983347,,,,,,,,,,,,,,,,,,,,,,
26.613,0.0134547650525923,29.704,0.0150174854816144,30.82,0.0155817028865929,41.894,0.0211803978173563,,,,,,,,,,,,,,,,,,,,,,
26.613,0.0134547650525923,29.79,0.015060964600636,30.991,0.0156681555534847,42.066,0.0212673560553996,,,,,,,,,,,,,,,,,,,,,,
26.613,0.0134547650525923,29.79,0.015060964600636,30.991,0.0156681555534847,42.495,0.0214842460793564,,,,,,,,,,,,,,,,,,,,,,
26.699,0.013498244171614,29.79,0.015060964600636,30.991,0.0156681555534847,42.581,0.021527725198378,,,,,,,,,,,,,,,,,,,,,,
26.699,0.013498244171614,29.79,0.015060964600636,30.991,0.0156681555534847,42.667,0.0215712043173997,,,,,,,,,,,,,,,,,,,,,,
26.699,0.013498244171614,29.875,0.0151039381485062,30.991,0.0156681555534847,42.753,0.0216146834364213,,,,,,,,,,,,,,,,,,,,,,
26.699,0.013498244171614,29.875,0.0151039381485062,30.991,0.0156681555534847,42.753,0.0216146834364213,,,,,,,,,,,,,,,,,,,,,,
26.699,0.013498244171614,29.875,0.0151039381485062,30.991,0.0156681555534847,42.839,0.021658162555443,,,,,,,,,,,,,,,,,,,,,,
26.699,0.013498244171614,29.875,0.0151039381485062,31.163,0.015755113791528,43.01,0.0217446152223348,,,,,,,,,,,,,,,,,,,,,,
26.785,0.0135417232906356,29.875,0.0151039381485062,31.163,0.015755113791528,43.697,0.0220919426033565,,,,,,,,,,,,,,,,,,,,,,
26.785,0.0135417232906356,29.875,0.0151039381485062,31.163,0.015755113791528,43.955,0.0222223799604215,,,,,,,,,,,,,,,,,,,,,,
26.785,0.0135417232906356,29.875,0.0151039381485062,31.163,0.015755113791528,44.041,0.0222658590794431,,,,,,,,,,,,,,,,,,,,,,
26.785,0.0135417232906356,29.961,0.0151474172675279,31.249,0.0157985929105497,44.212,0.022352311746335,,,,,,,,,,,,,,,,,,,,,,
26.871,0.0135852024096573,29.961,0.0151474172675279,31.249,0.0157985929105497,44.641,0.0225692017702918,,,,,,,,,,,,,,,,,,,,,,
26.871,0.0135852024096573,30.133,0.0152343755055712,31.249,0.0157985929105497,45.5,0.0230034873893568,,,,,,,,,,,,,,,,,,,,,,
26.871,0.0135852024096573,30.133,0.0152343755055712,31.335,0.0158420720295713,45.5,0.0230034873893568,,,,,,,,,,,,,,,,,,,,,,
26.871,0.0135852024096573,30.219,0.0152778546245928,31.335,0.0158420720295713,45.586,0.0230469665083784,,,,,,,,,,,,,,,,,,,,,,
26.957,0.0136286815286789,30.219,0.0152778546245928,31.335,0.0158420720295713,45.758,0.0231339247464217,,,,,,,,,,,,,,,,,,,,,,
26.957,0.0136286815286789,30.219,0.0152778546245928,31.335,0.0158420720295713,46.015,0.0232638565323352,,,,,,,,,,,,,,,,,,,,,,
27.042,0.0136716550765491,30.305,0.0153213337436144,31.421,0.0158855511485929,46.015,0.0232638565323352,,,,,,,,,,,,,,,,,,,,,,
27.042,0.0136716550765491,30.305,0.0153213337436144,31.421,0.0158855511485929,46.874,0.0236981421514002,,,,,,,,,,,,,,,,,,,,,,
27.042,0.0136716550765491,30.305,0.0153213337436144,31.507,0.0159290302676146,46.874,0.0236981421514002,,,,,,,,,,,,,,,,,,,,,,
27.042,0.0136716550765491,30.391,0.0153648128626361,31.507,0.0159290302676146,46.959,0.0237411156992704,,,,,,,,,,,,,,,,,,,,,,
27.128,0.0137151341955708,30.391,0.0153648128626361,31.592,0.0159720038154848,47.045,0.0237845948182921,,,,,,,,,,,,,,,,,,,,,,
27.128,0.0137151341955708,30.476,0.0154077864105063,31.592,0.0159720038154848,47.131,0.0238280739373137,,,,,,,,,,,,,,,,,,,,,,
27.128,0.0137151341955708,30.476,0.0154077864105063,31.678,0.0160154829345065,47.131,0.0238280739373137,,,,,,,,,,,,,,,,,,,,,,
27.128,0.0137151341955708,30.476,0.0154077864105063,31.678,0.0160154829345065,47.217,0.0238715530563353,,,,,,,,,,,,,,,,,,,,,,
27.128,0.0137151341955708,30.562,0.0154512655295279,31.678,0.0160154829345065,47.303,0.023915032175357,,,,,,,,,,,,,,,,,,,,,,
27.128,0.0137151341955708,30.562,0.0154512655295279,31.678,0.0160154829345065,47.303,0.023915032175357,,,,,,,,,,,,,,,,,,,,,,
27.214,0.0137586133145924,30.648,0.0154947446485496,31.764,0.0160589620535281,47.732,0.0241319221993138,,,,,,,,,,,,,,,,,,,,,,
27.214,0.0137586133145924,30.648,0.0154947446485496,31.764,0.0160589620535281,47.818,0.0241754013183354,,,,,,,,,,,,,,,,,,,,,,
27.214,0.0137586133145924,30.734,0.0155382237675712,31.85,0.0161024411725497,49.106,0.0248265769613572,,,,,,,,,,,,,,,,,,,,,,
27.3,0.0138020924336141,30.734,0.0155382237675712,31.85,0.0161024411725497,49.277,0.0249130296282491,,,,,,,,,,,,,,,,,,,,,,
27.3,0.0138020924336141,30.734,0.0155382237675712,31.85,0.0161024411725497,49.707,0.0251304252233573,,,,,,,,,,,,,,,,,,,,,,
27.3,0.0138020924336141,30.734,0.0155382237675712,31.85,0.0161024411725497,49.707,0.0251304252233573,,,,,,,,,,,,,,,,,,,,,,
27.3,0.0138020924336141,30.82,0.0155817028865929,31.936,0.0161459202915714,49.964,0.0252603570092708,,,,,,,,,,,,,,,,,,,,,,
27.386,0.0138455715526357,30.82,0.0155817028865929,32.022,0.016189399410593,50.222,0.0253907943663357,,,,,,,,,,,,,,,,,,,,,,
27.386,0.0138455715526357,30.82,0.0155817028865929,32.022,0.016189399410593,50.651,0.0256076843902925,,,,,,,,,,,,,,,,,,,,,,
27.386,0.0138455715526357,30.82,0.0155817028865929,32.108,0.0162328785296147,50.737,0.0256511635093142,,,,,,,,,,,,,,,,,,,,,,
27.386,0.0138455715526357,30.906,0.0156251820056145,32.108,0.0162328785296147,50.823,0.0256946426283358,,,,,,,,,,,,,,,,,,,,,,
27.386,0.0138455715526357,30.906,0.0156251820056145,32.108,0.0162328785296147,51.424,0.0259984908903359,,,,,,,,,,,,,,,,,,,,,,
27.386,0.0138455715526357,30.906,0.0156251820056145,32.193,0.0162758520774849,51.595,0.0260849435572277,,,,,,,,,,,,,,,,,,,,,,
27.386,0.0138455715526357,30.991,0.0156681555534847,32.193,0.0162758520774849,51.939,0.0262588600333143,,,,,,,,,,,,,,,,,,,,,,
27.472,0.0138890506716573,30.991,0.0156681555534847,32.279,0.0163193311965065,52.196,0.0263887918192278,,,,,,,,,,,,,,,,,,,,,,
27.472,0.0138890506716573,30.991,0.0156681555534847,32.365,0.0163628103155282,52.368,0.0264757500572711,,,,,,,,,,,,,,,,,,,,,,
27.472,0.0138890506716573,31.077,0.0157116346725064,32.365,0.0163628103155282,53.055,0.0268230774382928,,,,,,,,,,,,,,,,,,,,,,
27.558,0.013932529790679,31.077,0.0157116346725064,32.365,0.0163628103155282,53.57,0.0270834465812712,,,,,,,,,,,,,,,,,,,,,,
27.558,0.013932529790679,31.077,0.0157116346725064,32.451,0.0164062894345498,53.827,0.0272133783671848,,,,,,,,,,,,,,,,,,,,,,
27.558,0.013932529790679,31.163,0.015755113791528,32.451,0.0164062894345498,54.257,0.027430773962293,,,,,,,,,,,,,,,,,,,,,,
27.558,0.013932529790679,31.163,0.015755113791528,32.451,0.0164062894345498,54.342,0.0274737475101632,,,,,,,,,,,,,,,,,,,,,,
27.558,0.013932529790679,31.163,0.015755113791528,32.537,0.0164497685535715,54.342,0.0274737475101632,,,,,,,,,,,,,,,,,,,,,,
27.558,0.013932529790679,31.249,0.0157985929105497,32.623,0.0164932476725931,54.686,0.0276476639862498,,,,,,,,,,,,,,,,,,,,,,
27.643,0.0139755033385492,31.249,0.0157985929105497,32.623,0.0164932476725931,57.261,0.0289495097011419,,,,,,,,,,,,,,,,,,,,,,
27.643,0.0139755033385492,31.249,0.0157985929105497,32.623,0.0164932476725931,57.261,0.0289495097011419,,,,,,,,,,,,,,,,,,,,,,
27.643,0.0139755033385492,31.249,0.0157985929105497,32.623,0.0164932476725931,57.776,0.0292098788441204,,,,,,,,,,,,,,,,,,,,,,
27.643,0.0139755033385492,31.249,0.0157985929105497,32.708,0.0165362212204633,57.776,0.0292098788441204,,,,,,,,,,,,,,,,,,,,,,
27.729,0.0140189824575709,31.335,0.0158420720295713,32.708,0.0165362212204633,57.948,0.0292968370821636,,,,,,,,,,,,,,,,,,,,,,
27.729,0.0140189824575709,31.335,0.0158420720295713,32.708,0.0165362212204633,57.948,0.0292968370821636,,,,,,,,,,,,,,,,,,,,,,
27.729,0.0140189824575709,31.335,0.0158420720295713,32.794,0.016579700339485,60.266,0.0304687510111423,,,,,,,,,,,,,,,,,,,,,,
27.815,0.0140624615765925,31.421,0.0158855511485929,32.794,0.016579700339485,60.266,0.0304687510111423,,,,,,,,,,,,,,,,,,,,,,
27.815,0.0140624615765925,31.421,0.0158855511485929,32.88,0.0166231794585066,60.609,0.0306421619160775,,,,,,,,,,,,,,,,,,,,,,
27.815,0.0140624615765925,31.421,0.0158855511485929,32.966,0.0166666585775282,62.241,0.0314672540351858,,,,,,,,,,,,,,,,,,,,,,
27.901,0.0141059406956141,31.421,0.0158855511485929,32.966,0.0166666585775282,62.241,0.0314672540351858,,,,,,,,,,,,,,,,,,,,,,
27.901,0.0141059406956141,31.421,0.0158855511485929,32.966,0.0166666585775282,62.498,0.0315971858210993,,,,,,,,,,,,,,,,,,,,,,
27.901,0.0141059406956141,31.592,0.0159720038154848,32.966,0.0166666585775282,63.528,0.0321179241070562,,,,,,,,,,,,,,,,,,,,,,
27.901,0.0141059406956141,31.592,0.0159720038154848,32.966,0.0166666585775282,64.215,0.0324652514880779,,,,,,,,,,,,,,,,,,,,,,
27.901,0.0141059406956141,31.592,0.0159720038154848,32.966,0.0166666585775282,65.331,0.0330294688930564,,,,,,,,,,,,,,,,,,,,,,
27.901,0.0141059406956141,31.592,0.0159720038154848,33.052,0.0167101376965499,66.018,0.0333767962740781,,,,,,,,,,,,,,,,,,,,,,
27.901,0.0141059406956141,31.592,0.0159720038154848,33.138,0.0167536168155715,66.275,0.0335067280599916,,,,,,,,,,,,,,,,,,,,,,
27.987,0.0141494198146358,31.592,0.0159720038154848,33.138,0.0167536168155715,68.25,0.0345052310840351,,,,,,,,,,,,,,,,,,,,,,
27.987,0.0141494198146358,31.678,0.0160154829345065,33.224,0.0167970959345932,69.023,0.0348960375840785,,,,,,,,,,,,,,,,,,,,,,
28.073,0.0141928989336574,31.678,0.0160154829345065,33.309,0.0168400694824634,71.341,0.0360679515130572,,,,,,,,,,,,,,,,,,,,,,
28.073,0.0141928989336574,31.764,0.0160589620535281,33.309,0.0168400694824634,72.285,0.0365452106799924,,,,,,,,,,,,,,,,,,,,,,
28.073,0.0141928989336574,31.85,0.0161024411725497,33.309,0.0168400694824634,73.315,0.0370659489659493,,,,,,,,,,,,,,,,,,,,,,
28.158,0.0142358724815276,31.85,0.0161024411725497,33.309,0.0168400694824634,74.259,0.0375432081328845,,,,,,,,,,,,,,,,,,,,,,
28.158,0.0142358724815276,31.936,0.0161459202915714,33.309,0.0168400694824634,74.86,0.0378470563948846,,,,,,,,,,,,,,,,,,,,,,
28.158,0.0142358724815276,31.936,0.0161459202915714,33.309,0.0168400694824634,77.436,0.0391494076809281,,,,,,,,,,,,,,,,,,,,,,
28.158,0.0142358724815276,31.936,0.0161459202915714,33.309,0.0168400694824634,77.522,0.0391928867999498,,,,,,,,,,,,,,,,,,,,,,
28.158,0.0142358724815276,32.022,0.016189399410593,33.481,0.0169270277205067,77.693,0.0392793394668417,,,,,,,,,,,,,,,,,,,,,,
28.244,0.0142793516005493,32.108,0.0162328785296147,33.567,0.0169705068395283,80.097,0.040494732514842,,,,,,,,,,,,,,,,,,,,,,
28.244,0.0142793516005493,32.193,0.0162758520774849,33.567,0.0169705068395283,80.526,0.0407116225387987,,,,,,,,,,,,,,,,,,,,,,
28.33,0.0143228307195709,32.279,0.0163193311965065,33.653,0.01701398595855,81.385,0.0411459081578638,,,,,,,,,,,,,,,,,,,,,,
28.33,0.0143228307195709,32.279,0.0163193311965065,33.653,0.01701398595855,86.364,0.0436631469207562,,,,,,,,,,,,,,,,,,,,,,
28.33,0.0143228307195709,32.279,0.0163193311965065,33.653,0.01701398595855,87.223,0.0440974325398212,,,,,,,,,,,,,,,,,,,,,,
28.33,0.0143228307195709,32.365,0.0163628103155282,33.739,0.0170574650775716,99.757,0.0504342613516497,,,,,,,,,,,,,,,,,,,,,,
28.33,0.0143228307195709,32.451,0.0164062894345498,33.739,0.0170574650775716,104.564,0.0528645418764989,,,,,,,,,,,,,,,,,,,,,,
28.416,0.0143663098385926,32.451,0.0164062894345498,33.825,0.0171009441965932,108.599,0.0549045214724562,,,,,,,,,,,,,,,,,,,,,,
28.416,0.0143663098385926,32.451,0.0164062894345498,33.825,0.0171009441965932,112.29,0.0567705845923268,,,,,,,,,,,,,,,,,,,,,,
28.416,0.0143663098385926,32.537,0.0164497685535715,33.996,0.0171873968634851,112.29,0.0567705845923268,,,,,,,,,,,,,,,,,,,,,,
28.502,0.0144097889576142,32.623,0.0164932476725931,33.996,0.0171873968634851,118.042,0.0596786298552627,,,,,,,,,,,,,,,,,,,,,,
28.502,0.0144097889576142,32.708,0.0165362212204633,34.082,0.0172308759825068,123.451,0.0624132642132633,,,,,,,,,,,,,,,,,,,,,,
28.502,0.0144097889576142,32.708,0.0165362212204633,34.082,0.0172308759825068,123.708,0.0625431959991769,,,,,,,,,,,,,,,,,,,,,,
28.502,0.0144097889576142,32.794,0.016579700339485,34.168,0.0172743551015284,129.89,0.0656686368572209,,,,,,,,,,,,,,,,,,,,,,
28.588,0.0144532680766359,32.794,0.016579700339485,34.254,0.01731783422055,133.238,0.0673612890721564,,,,,,,,,,,,,,,,,,,,,,
28.588,0.0144532680766359,32.794,0.016579700339485,34.254,0.01731783422055,,,,,,,,,,,,,,,,,,,,,,,,
28.588,0.0144532680766359,32.794,0.016579700339485,34.34,0.0173613133395717,,,,,,,,,,,,,,,,,,,,,,,,
28.588,0.0144532680766359,32.966,0.0166666585775282,34.34,0.0173613133395717,,,,,,,,,,,,,,,,,,,,,,,,
28.588,0.0144532680766359,33.052,0.0167101376965499,34.425,0.0174042868874419,,,,,,,,,,,,,,,,,,,,,,,,
28.674,0.0144967471956575,33.052,0.0167101376965499,34.425,0.0174042868874419,,,,,,,,,,,,,,,,,,,,,,,,
28.674,0.0144967471956575,33.052,0.0167101376965499,34.425,0.0174042868874419,,,,,,,,,,,,,,,,,,,,,,,,
28.674,0.0144967471956575,33.138,0.0167536168155715,34.511,0.0174477660064635,,,,,,,,,,,,,,,,,,,,,,,,
28.674,0.0144967471956575,33.309,0.0168400694824634,34.511,0.0174477660064635,,,,,,,,,,,,,,,,,,,,,,,,
28.674,0.0144967471956575,33.309,0.0168400694824634,34.597,0.0174912451254852,,,,,,,,,,,,,,,,,,,,,,,,
28.674,0.0144967471956575,33.309,0.0168400694824634,34.597,0.0174912451254852,,,,,,,,,,,,,,,,,,,,,,,,
28.674,0.0144967471956575,33.395,0.016883548601485,34.683,0.0175347242445068,,,,,,,,,,,,,,,,,,,,,,,,
28.674,0.0144967471956575,33.481,0.0169270277205067,34.683,0.0175347242445068,,,,,,,,,,,,,,,,,,,,,,,,
28.674,0.0144967471956575,33.567,0.0169705068395283,34.683,0.0175347242445068,,,,,,,,,,,,,,,,,,,,,,,,
28.759,0.0145397207435277,33.567,0.0169705068395283,34.683,0.0175347242445068,,,,,,,,,,,,,,,,,,,,,,,,
28.759,0.0145397207435277,33.567,0.0169705068395283,34.769,0.0175782033635285,,,,,,,,,,,,,,,,,,,,,,,,
28.759,0.0145397207435277,33.567,0.0169705068395283,34.769,0.0175782033635285,,,,,,,,,,,,,,,,,,,,,,,,
28.759,0.0145397207435277,33.567,0.0169705068395283,34.855,0.0176216824825501,,,,,,,,,,,,,,,,,,,,,,,,
28.759,0.0145397207435277,33.653,0.01701398595855,34.855,0.0176216824825501,,,,,,,,,,,,,,,,,,,,,,,,
28.759,0.0145397207435277,33.825,0.0171009441965932,34.855,0.0176216824825501,,,,,,,,,,,,,,,,,,,,,,,,
28.845,0.0145831998625494,33.825,0.0171009441965932,34.855,0.0176216824825501,,,,,,,,,,,,,,,,,,,,,,,,
28.845,0.0145831998625494,33.825,0.0171009441965932,34.941,0.0176651616015718,,,,,,,,,,,,,,,,,,,,,,,,
28.845,0.0145831998625494,33.91,0.0171439177444635,35.112,0.0177516142684636,,,,,,,,,,,,,,,,,,,,,,,,
28.845,0.0145831998625494,33.91,0.0171439177444635,35.112,0.0177516142684636,,,,,,,,,,,,,,,,,,,,,,,,
28.845,0.0145831998625494,33.91,0.0171439177444635,35.112,0.0177516142684636,,,,,,,,,,,,,,,,,,,,,,,,
28.931,0.014626678981571,33.996,0.0171873968634851,35.112,0.0177516142684636,,,,,,,,,,,,,,,,,,,,,,,,
29.017,0.0146701581005926,33.996,0.0171873968634851,35.198,0.0177950933874853,,,,,,,,,,,,,,,,,,,,,,,,
29.017,0.0146701581005926,33.996,0.0171873968634851,35.198,0.0177950933874853,,,,,,,,,,,,,,,,,,,,,,,,
29.017,0.0146701581005926,33.996,0.0171873968634851,35.284,0.0178385725065069,,,,,,,,,,,,,,,,,,,,,,,,
29.017,0.0146701581005926,34.082,0.0172308759825068,35.37,0.0178820516255285,,,,,,,,,,,,,,,,,,,,,,,,
29.103,0.0147136372196143,34.082,0.0172308759825068,35.37,0.0178820516255285,,,,,,,,,,,,,,,,,,,,,,,,
29.103,0.0147136372196143,34.082,0.0172308759825068,35.37,0.0178820516255285,,,,,,,,,,,,,,,,,,,,,,,,
29.103,0.0147136372196143,34.082,0.0172308759825068,35.37,0.0178820516255285,,,,,,,,,,,,,,,,,,,,,,,,
29.189,0.0147571163386359,34.168,0.0172743551015284,35.37,0.0178820516255285,,,,,,,,,,,,,,,,,,,,,,,,
29.189,0.0147571163386359,34.168,0.0172743551015284,35.456,0.0179255307445502,,,,,,,,,,,,,,,,,,,,,,,,
29.189,0.0147571163386359,34.168,0.0172743551015284,35.541,0.0179685042924204,,,,,,,,,,,,,,,,,,,,,,,,
29.189,0.0147571163386359,34.168,0.0172743551015284,35.541,0.0179685042924204,,,,,,,,,,,,,,,,,,,,,,,,
29.189,0.0147571163386359,34.168,0.0172743551015284,35.627,0.0180119834114421,,,,,,,,,,,,,,,,,,,,,,,,
29.189,0.0147571163386359,34.254,0.01731783422055,35.713,0.0180554625304637,,,,,,,,,,,,,,,,,,,,,,,,
29.189,0.0147571163386359,34.34,0.0173613133395717,35.799,0.0180989416494853,,,,,,,,,,,,,,,,,,,,,,,,
29.275,0.0148005954576576,34.34,0.0173613133395717,35.799,0.0180989416494853,,,,,,,,,,,,,,,,,,,,,,,,
29.36,0.0148435690055278,34.425,0.0174042868874419,35.885,0.018142420768507,,,,,,,,,,,,,,,,,,,,,,,,
29.36,0.0148435690055278,34.511,0.0174477660064635,35.971,0.0181858998875286,,,,,,,,,,,,,,,,,,,,,,,,
29.446,0.0148870481245494,34.511,0.0174477660064635,36.057,0.0182293790065503,,,,,,,,,,,,,,,,,,,,,,,,
29.446,0.0148870481245494,34.683,0.0175347242445068,36.142,0.0182723525544205,,,,,,,,,,,,,,,,,,,,,,,,
29.446,0.0148870481245494,34.769,0.0175782033635285,36.314,0.0183593107924638,,,,,,,,,,,,,,,,,,,,,,,,
29.446,0.0148870481245494,34.769,0.0175782033635285,36.486,0.0184462690305071,,,,,,,,,,,,,,,,,,,,,,,,
29.532,0.0149305272435711,34.769,0.0175782033635285,36.486,0.0184462690305071,,,,,,,,,,,,,,,,,,,,,,,,
29.532,0.0149305272435711,34.769,0.0175782033635285,36.486,0.0184462690305071,,,,,,,,,,,,,,,,,,,,,,,,
29.532,0.0149305272435711,34.855,0.0176216824825501,36.572,0.0184897481495287,,,,,,,,,,,,,,,,,,,,,,,,
29.618,0.0149740063625927,35.026,0.017708135149442,36.658,0.0185332272685503,,,,,,,,,,,,,,,,,,,,,,,,
29.618,0.0149740063625927,35.026,0.017708135149442,36.743,0.0185762008164206,,,,,,,,,,,,,,,,,,,,,,,,
29.618,0.0149740063625927,35.112,0.0177516142684636,36.829,0.0186196799354422,,,,,,,,,,,,,,,,,,,,,,,,
29.618,0.0149740063625927,35.198,0.0177950933874853,37.001,0.0187066381734855,,,,,,,,,,,,,,,,,,,,,,,,
29.704,0.0150174854816144,35.284,0.0178385725065069,37.087,0.0187501172925071,,,,,,,,,,,,,,,,,,,,,,,,
29.704,0.0150174854816144,35.284,0.0178385725065069,37.344,0.0188800490784206,,,,,,,,,,,,,,,,,,,,,,,,
29.79,0.015060964600636,35.284,0.0178385725065069,37.344,0.0188800490784206,,,,,,,,,,,,,,,,,,,,,,,,
29.875,0.0151039381485062,35.627,0.0180119834114421,37.43,0.0189235281974423,,,,,,,,,,,,,,,,,,,,,,,,
29.875,0.0151039381485062,35.713,0.0180554625304637,37.602,0.0190104864354856,,,,,,,,,,,,,,,,,,,,,,,,
29.875,0.0151039381485062,35.713,0.0180554625304637,37.688,0.0190539655545072,,,,,,,,,,,,,,,,,,,,,,,,
29.875,0.0151039381485062,35.885,0.018142420768507,37.774,0.0190974446735288,,,,,,,,,,,,,,,,,,,,,,,,
29.961,0.0151474172675279,36.142,0.0182723525544205,37.945,0.0191838973404207,,,,,,,,,,,,,,,,,,,,,,,,
29.961,0.0151474172675279,36.142,0.0182723525544205,37.945,0.0191838973404207,,,,,,,,,,,,,,,,,,,,,,,,
29.961,0.0151474172675279,36.228,0.0183158316734421,37.945,0.0191838973404207,,,,,,,,,,,,,,,,,,,,,,,,
29.961,0.0151474172675279,36.314,0.0183593107924638,38.031,0.0192273764594424,,,,,,,,,,,,,,,,,,,,,,,,
29.961,0.0151474172675279,36.4,0.0184027899114854,38.117,0.019270855578464,,,,,,,,,,,,,,,,,,,,,,,,
29.961,0.0151474172675279,36.4,0.0184027899114854,38.117,0.019270855578464,,,,,,,,,,,,,,,,,,,,,,,,
29.961,0.0151474172675279,36.486,0.0184462690305071,38.117,0.019270855578464,,,,,,,,,,,,,,,,,,,,,,,,
29.961,0.0151474172675279,36.572,0.0184897481495287,38.117,0.019270855578464,,,,,,,,,,,,,,,,,,,,,,,,
29.961,0.0151474172675279,36.658,0.0185332272685503,38.289,0.0193578138165073,,,,,,,,,,,,,,,,,,,,,,,,
30.047,0.0151908963865495,36.743,0.0185762008164206,38.375,0.0194012929355289,,,,,,,,,,,,,,,,,,,,,,,,
30.047,0.0151908963865495,36.915,0.0186631590544638,38.375,0.0194012929355289,,,,,,,,,,,,,,,,,,,,,,,,
30.047,0.0151908963865495,37.001,0.0187066381734855,38.546,0.0194877456024208,,,,,,,,,,,,,,,,,,,,,,,,
30.047,0.0151908963865495,37.087,0.0187501172925071,38.632,0.0195312247214424,,,,,,,,,,,,,,,,,,,,,,,,
30.047,0.0151908963865495,37.173,0.0187935964115288,38.718,0.0195747038404641,,,,,,,,,,,,,,,,,,,,,,,,
30.133,0.0152343755055712,37.173,0.0187935964115288,38.804,0.0196181829594857,,,,,,,,,,,,,,,,,,,,,,,,
30.133,0.0152343755055712,37.258,0.018836569959399,38.89,0.0196616620785074,,,,,,,,,,,,,,,,,,,,,,,,
30.133,0.0152343755055712,37.344,0.0188800490784206,38.975,0.0197046356263776,,,,,,,,,,,,,,,,,,,,,,,,
30.133,0.0152343755055712,37.344,0.0188800490784206,39.061,0.0197481147453992,,,,,,,,,,,,,,,,,,,,,,,,
30.219,0.0152778546245928,37.43,0.0189235281974423,39.061,0.0197481147453992,,,,,,,,,,,,,,,,,,,,,,,,
30.219,0.0152778546245928,37.43,0.0189235281974423,39.147,0.0197915938644209,,,,,,,,,,,,,,,,,,,,,,,,
30.219,0.0152778546245928,37.602,0.0190104864354856,39.319,0.0198785521024641,,,,,,,,,,,,,,,,,,,,,,,,
30.305,0.0153213337436144,37.602,0.0190104864354856,39.405,0.0199220312214858,,,,,,,,,,,,,,,,,,,,,,,,
30.305,0.0153213337436144,37.688,0.0190539655545072,39.576,0.0200084838883777,,,,,,,,,,,,,,,,,,,,,,,,
30.305,0.0153213337436144,37.774,0.0190974446735288,39.662,0.0200519630073993,,,,,,,,,,,,,,,,,,,,,,,,
30.305,0.0153213337436144,37.859,0.0191404182213991,39.748,0.0200954421264209,,,,,,,,,,,,,,,,,,,,,,,,
30.305,0.0153213337436144,37.945,0.0191838973404207,39.834,0.0201389212454426,,,,,,,,,,,,,,,,,,,,,,,,
30.305,0.0153213337436144,37.945,0.0191838973404207,40.006,0.0202258794834859,,,,,,,,,,,,,,,,,,,,,,,,
30.305,0.0153213337436144,38.117,0.019270855578464,40.091,0.0202688530313561,,,,,,,,,,,,,,,,,,,,,,,,
30.391,0.0153648128626361,38.117,0.019270855578464,40.177,0.0203123321503777,,,,,,,,,,,,,,,,,,,,,,,,
30.391,0.0153648128626361,38.117,0.019270855578464,40.435,0.0204427695074427,,,,,,,,,,,,,,,,,,,,,,,,
30.391,0.0153648128626361,38.289,0.0193578138165073,40.435,0.0204427695074427,,,,,,,,,,,,,,,,,,,,,,,,
30.391,0.0153648128626361,38.375,0.0194012929355289,40.435,0.0204427695074427,,,,,,,,,,,,,,,,,,,,,,,,
30.391,0.0153648128626361,38.375,0.0194012929355289,40.607,0.0205297277454859,,,,,,,,,,,,,,,,,,,,,,,,
30.391,0.0153648128626361,38.46,0.0194442664833992,40.692,0.0205727012933562,,,,,,,,,,,,,,,,,,,,,,,,
30.476,0.0154077864105063,38.546,0.0194877456024208,40.692,0.0205727012933562,,,,,,,,,,,,,,,,,,,,,,,,
30.476,0.0154077864105063,38.546,0.0194877456024208,40.95,0.0207031386504211,,,,,,,,,,,,,,,,,,,,,,,,
30.476,0.0154077864105063,38.718,0.0195747038404641,41.208,0.020833576007486,,,,,,,,,,,,,,,,,,,,,,,,
30.562,0.0154512655295279,38.718,0.0195747038404641,41.208,0.020833576007486,,,,,,,,,,,,,,,,,,,,,,,,
30.562,0.0154512655295279,38.718,0.0195747038404641,41.465,0.0209635077933995,,,,,,,,,,,,,,,,,,,,,,,,
30.562,0.0154512655295279,38.718,0.0195747038404641,41.551,0.0210069869124212,,,,,,,,,,,,,,,,,,,,,,,,
30.648,0.0154947446485496,38.89,0.0196616620785074,41.637,0.0210504660314428,,,,,,,,,,,,,,,,,,,,,,,,
30.648,0.0154947446485496,38.975,0.0197046356263776,41.723,0.0210939451504644,,,,,,,,,,,,,,,,,,,,,,,,
30.648,0.0154947446485496,39.233,0.0198350729834425,41.894,0.0211803978173563,,,,,,,,,,,,,,,,,,,,,,,,
